Note: checking out '9a62b06be5d0df8e833ff8583398cca386608cac'.

You are in 'detached HEAD' state. You can look around, make experimental
changes and commit them, and you can discard any commits you make in this
state without impacting any branches by performing another checkout.
Previous HEAD position was 14dedcbc DateTimeZone.forTimeZone [3216471] Time-zone ID "MET" from java.util.TimeZone is now mapped correctly. Other time-zone conversions have been updated appropriately
HEAD is now at bfd37a81 Javadoc withMaximumValue/withMinimumValue
[ BUILD CHECKER ] bfd37a81 commit build fail
[ BUILD CHECKER ] 58620f64 commit gona be checked
Previous HEAD position was bfd37a81 Javadoc withMaximumValue/withMinimumValue
HEAD is now at 58620f64 Add DateTime.withEarlierOffsetAtOverlap() .withLaterOffsetAtOverlap() [3192457] Allow fine grained control of the offset during a DST overlap reported by Hood Wilson Gusso Silva
[ BUILD CHECKER ] 58620f64 commit build fail
[ BUILD CHECKER ] d50efdf7 commit gona be checked
Previous HEAD position was 58620f64 Add DateTime.withEarlierOffsetAtOverlap() .withLaterOffsetAtOverlap() [3192457] Allow fine grained control of the offset during a DST overlap reported by Hood Wilson Gusso Silva
HEAD is now at d50efdf7 Conversion from parsed values to a date-time handles weird sets of fields better [3161586] This change is mostly for combinations like weekyear-month-week The new code doesn't handle all combinations perfectly, but its better than it was
[ BUILD CHECKER ] d50efdf7 commit build fail
[ BUILD CHECKER ] c3bec2cd commit gona be checked
Previous HEAD position was d50efdf7 Conversion from parsed values to a date-time handles weird sets of fields better [3161586] This change is mostly for combinations like weekyear-month-week The new code doesn't handle all combinations perfectly, but its better than it was
HEAD is now at c3bec2cd Remove OSGi BundleExecutionEnvironment [3175068,3175612]
[ BUILD CHECKER ] c3bec2cd commit build fail
[ BUILD CHECKER ] 5bb92d13 commit gona be checked
Previous HEAD position was c3bec2cd Remove OSGi BundleExecutionEnvironment [3175068,3175612]
HEAD is now at 5bb92d13 DateTimeZone.getMillisKeepLocal The behaviour now retains the offset when changing zones where possible This affects DateTime.withZoneRetainFields and MutableDateTime.setZoneRetainFields
[ BUILD CHECKER ] 5bb92d13 commit build fail
[ BUILD CHECKER ] bbbbbbfb commit gona be checked
Previous HEAD position was 5bb92d13 DateTimeZone.getMillisKeepLocal The behaviour now retains the offset when changing zones where possible This affects DateTime.withZoneRetainFields and MutableDateTime.setZoneRetainFields
HEAD is now at bbbbbbfb Standard DateTimeFieldType hashCode and equals for stability across serialization
[ BUILD CHECKER ] bbbbbbfb commit build fail
[ BUILD CHECKER ] 83c41421 commit gona be checked
Previous HEAD position was bbbbbbfb Standard DateTimeFieldType hashCode and equals for stability across serialization
HEAD is now at 83c41421 Fix ant build to handle joda-convert
[ BUILD CHECKER ] 83c41421 commit build fail
[ BUILD CHECKER ] 65727d7e commit gona be checked
Previous HEAD position was 83c41421 Fix ant build to handle joda-convert
HEAD is now at 65727d7e Handle broken serialization in other tools [3117678] Some tools can't handle the joda-time stub serialization, kludge a fix for them Also add final to some variables
[ BUILD CHECKER ] 65727d7e commit build fail
[ BUILD CHECKER ] 1194c698 commit gona be checked
Previous HEAD position was 65727d7e Handle broken serialization in other tools [3117678] Some tools can't handle the joda-time stub serialization, kludge a fix for them Also add final to some variables
HEAD is now at 1194c698 Fix ant file now joda-convert needed for compilation
[ BUILD CHECKER ] 1194c698 commit build fail
[ BUILD CHECKER ] 301d885b commit gona be checked
Previous HEAD position was 1194c698 Fix ant file now joda-convert needed for compilation
HEAD is now at 301d885b Test period calculation during overlap
[ BUILD CHECKER ] 301d885b commit build fail
[ BUILD CHECKER ] bb9410f0 commit gona be checked
Previous HEAD position was 301d885b Test period calculation during overlap
HEAD is now at bb9410f0 Test LocalDate Buddhist serialisation
[ BUILD CHECKER ] bb9410f0 commit build fail
[ BUILD CHECKER ] 856d11f5 commit gona be checked
Previous HEAD position was bb9410f0 Test LocalDate Buddhist serialisation
HEAD is now at 856d11f5 Test serialization of Local* classes
[ BUILD CHECKER ] 856d11f5 commit build fail
[ BUILD CHECKER ] 552be4b6 commit gona be checked
Previous HEAD position was 856d11f5 Test serialization of Local* classes
HEAD is now at 552be4b6 DateTimeZone.getOffsetFromLocal [2952991] The behaviour during DST overlaps is now defined to always return the earlier instant which is normally known as daylight or summer time. Previously, the result varied by hemisphere. This affects the constructor of DateTime and other methods
[ BUILD CHECKER ] 552be4b6 commit build fail
[ BUILD CHECKER ] c7a581e5 commit gona be checked
Previous HEAD position was 552be4b6 DateTimeZone.getOffsetFromLocal [2952991] The behaviour during DST overlaps is now defined to always return the earlier instant which is normally known as daylight or summer time. Previously, the result varied by hemisphere. This affects the constructor of DateTime and other methods
HEAD is now at c7a581e5 DateTimeZone.convertLocalToUTC [bugs 3102760,2182444,2553453] New method now retains the offset wherever possible during calculations This affects higher methods like withHourOfDay/withMinuteOfHour/withSecondOfMinute/withMillisOfSecond which now do not change offset when called within a DST overlap
[ BUILD CHECKER ] c7a581e5 commit build fail
[ BUILD CHECKER ] 218a7fe9 commit gona be checked
Previous HEAD position was c7a581e5 DateTimeZone.convertLocalToUTC [bugs 3102760,2182444,2553453] New method now retains the offset wherever possible during calculations This affects higher methods like withHourOfDay/withMinuteOfHour/withSecondOfMinute/withMillisOfSecond which now do not change offset when called within a DST overlap
HEAD is now at 218a7fe9 Add FromString and ToString to DateTimeZone
[ BUILD CHECKER ] 218a7fe9 commit build fail
[ BUILD CHECKER ] ddcbe0ed commit gona be checked
Previous HEAD position was 218a7fe9 Add FromString and ToString to DateTimeZone
HEAD is now at ddcbe0ed Upgrade to joda-convert 1.1 Move toolchain to profile
[ BUILD CHECKER ] ddcbe0ed commit build fail
[ BUILD CHECKER ] bf313539 commit gona be checked
Previous HEAD position was ddcbe0ed Upgrade to joda-convert 1.1 Move toolchain to profile
HEAD is now at bf313539 Add JodaConvert @FromString and @ToSTring
[ BUILD CHECKER ] bf313539 commit build fail
[ BUILD CHECKER ] 843d7b8f commit gona be checked
Previous HEAD position was bf313539 Add JodaConvert @FromString and @ToSTring
HEAD is now at 843d7b8f Parse month-day in year 2000 instead of 1970 to parse Feb 29
[ BUILD CHECKER ] 843d7b8f commit build fail
[ BUILD CHECKER ] e1225752 commit gona be checked
Previous HEAD position was 843d7b8f Parse month-day in year 2000 instead of 1970 to parse Feb 29
HEAD is now at e1225752 Add static parse methods to period/duration/interval classes
[ BUILD CHECKER ] e1225752 commit build fail
[ BUILD CHECKER ] 91e4b345 commit gona be checked
Previous HEAD position was e1225752 Add static parse methods to period/duration/interval classes
HEAD is now at 91e4b345 Add static parse methods to date-time classes
[ BUILD CHECKER ] 91e4b345 commit build fail
[ BUILD CHECKER ] 8672850d commit gona be checked
Previous HEAD position was 91e4b345 Add static parse methods to date-time classes
HEAD is now at 8672850d MonthDay and YearMonth should have stricter default parsing
[ BUILD CHECKER ] 8672850d commit build fail
[ BUILD CHECKER ] 73cf859d commit gona be checked
Previous HEAD position was 8672850d MonthDay and YearMonth should have stricter default parsing
HEAD is now at 73cf859d Javadoc
[ BUILD CHECKER ] 73cf859d commit build fail
[ BUILD CHECKER ] 91aaddb9 commit gona be checked
Previous HEAD position was 73cf859d Javadoc
HEAD is now at 91aaddb9 Prepare for v2.0
[ BUILD CHECKER ] 91aaddb9 commit build fail
[ BUILD CHECKER ] eb80d4de commit gona be checked
Previous HEAD position was 91aaddb9 Prepare for v2.0
HEAD is now at eb80d4de Prepare for v2.0
[ BUILD CHECKER ] eb80d4de commit build fail
[ BUILD CHECKER ] 0ed6d155 commit gona be checked
Previous HEAD position was eb80d4de Prepare for v2.0
HEAD is now at 0ed6d155 Extra test for deserialization
[ BUILD CHECKER ] 0ed6d155 commit build fail
[ BUILD CHECKER ] 4a2f8d21 commit gona be checked
Previous HEAD position was 0ed6d155 Extra test for deserialization
HEAD is now at 4a2f8d21 Timezone data 2010o
[ BUILD CHECKER ] 4a2f8d21 commit build fail
[ BUILD CHECKER ] f35cde21 commit gona be checked
Previous HEAD position was 4a2f8d21 Timezone data 2010o
HEAD is now at f35cde21 Javadoc fix in PeriodFormatterBuilder [3100939]
[ BUILD CHECKER ] f35cde21 commit build fail
[ BUILD CHECKER ] e0559c50 commit gona be checked
Previous HEAD position was f35cde21 Javadoc fix in PeriodFormatterBuilder [3100939]
HEAD is now at e0559c50 Period formatter builder append(PeriodFormatter) did not handle some case [2495455] test from Bjoern Ricks
[ BUILD CHECKER ] e0559c50 commit build fail
[ BUILD CHECKER ] d090b642 commit gona be checked
Previous HEAD position was e0559c50 Period formatter builder append(PeriodFormatter) did not handle some case [2495455] test from Bjoern Ricks
HEAD is now at d090b642 Better Javadoc of DateTimeZone.default behaviour
[ BUILD CHECKER ] d090b642 commit build fail
[ BUILD CHECKER ] a7416aad commit gona be checked
Previous HEAD position was d090b642 Better Javadoc of DateTimeZone.default behaviour
HEAD is now at a7416aad DateTimeZone.forID(String) now case-sensitive Use ConcurrentHashMap instead of synchronized
[ BUILD CHECKER ] a7416aad commit build fail
[ BUILD CHECKER ] a7ab046b commit gona be checked
Previous HEAD position was a7416aad DateTimeZone.forID(String) now case-sensitive Use ConcurrentHashMap instead of synchronized
HEAD is now at a7ab046b Don't generate broken source links [3073905]
[ BUILD CHECKER ] a7ab046b commit build fail
[ BUILD CHECKER ] f52ef7ef commit gona be checked
Previous HEAD position was a7ab046b Don't generate broken source links [3073905]
HEAD is now at f52ef7ef Duration.toString Fixed to work correctly for negative values
[ BUILD CHECKER ] f52ef7ef commit build fail
[ BUILD CHECKER ] b835259e commit gona be checked
Previous HEAD position was f52ef7ef Duration.toString Fixed to work correctly for negative values
HEAD is now at b835259e Document algorithm for default time-zone
[ BUILD CHECKER ] b835259e commit build fail
[ BUILD CHECKER ] 1cce276a commit gona be checked
Previous HEAD position was b835259e Document algorithm for default time-zone
HEAD is now at 1cce276a Use latest junit
[ BUILD CHECKER ] 1cce276a commit build fail
[ BUILD CHECKER ] df5d1647 commit gona be checked
Previous HEAD position was 1cce276a Use latest junit
HEAD is now at df5d1647 Fix DateTimeZone.getDefault [3048468,3056104] Handle missing user.timezone system property on Android that resulted in stack overflow investigated by/patch suggeted by Matias Brunstein Macri
[ BUILD CHECKER ] df5d1647 commit build fail
[ BUILD CHECKER ] 43e7029f commit gona be checked
Previous HEAD position was df5d1647 Fix DateTimeZone.getDefault [3048468,3056104] Handle missing user.timezone system property on Android that resulted in stack overflow investigated by/patch suggeted by Matias Brunstein Macri
HEAD is now at 43e7029f Fix maven tests to work in German locale patch from Ansgar Konermann
[ BUILD CHECKER ] 43e7029f commit build fail
[ BUILD CHECKER ] 06067d37 commit gona be checked
Previous HEAD position was 43e7029f Fix maven tests to work in German locale patch from Ansgar Konermann
HEAD is now at 06067d37 Add Joda-Convert
[ BUILD CHECKER ] 06067d37 commit build fail
[ BUILD CHECKER ] b4363369 commit gona be checked
Previous HEAD position was 06067d37 Add Joda-Convert
HEAD is now at b4363369 Avoid lots of deprecation messages
[ BUILD CHECKER ] b4363369 commit build fail
[ BUILD CHECKER ] ed780810 commit gona be checked
Previous HEAD position was b4363369 Avoid lots of deprecation messages
HEAD is now at ed780810 Include build.xml in src distribution
[ BUILD CHECKER ] ed780810 commit build fail
[ BUILD CHECKER ] 6895dca6 commit gona be checked
Previous HEAD position was ed780810 Include build.xml in src distribution
HEAD is now at 6895dca6 Include PeriodFormat properties in jar file; Enhance generation of time zone files
[ BUILD CHECKER ] 6895dca6 commit build fail
[ BUILD CHECKER ] 01ed04f3 commit gona be checked
Previous HEAD position was 6895dca6 Include PeriodFormat properties in jar file; Enhance generation of time zone files
HEAD is now at 01ed04f3 Reduce logging from ZoneInfoCompiler by adding a verbose flag
[ BUILD CHECKER ] 01ed04f3 commit build fail
[ BUILD CHECKER ] af371a8f commit gona be checked
Previous HEAD position was 01ed04f3 Reduce logging from ZoneInfoCompiler by adding a verbose flag
HEAD is now at af371a8f Javadoc fixes
[ BUILD CHECKER ] af371a8f commit build fail
[ BUILD CHECKER ] 0d15017c commit gona be checked
Previous HEAD position was af371a8f Javadoc fixes
HEAD is now at 0d15017c Update time zone data to 2010l
[ BUILD CHECKER ] 0d15017c commit build fail
[ BUILD CHECKER ] 94bdce1b commit gona be checked
Previous HEAD position was 0d15017c Update time zone data to 2010l
HEAD is now at 94bdce1b Add JSR-310 note
[ BUILD CHECKER ] 94bdce1b commit build fail
[ BUILD CHECKER ] 3cfb67b8 commit gona be checked
Previous HEAD position was 94bdce1b Add JSR-310 note
HEAD is now at 3cfb67b8 Supress warnings from JDK Date class
[ BUILD CHECKER ] 3cfb67b8 commit build fail
[ BUILD CHECKER ] 16834a41 commit gona be checked
Previous HEAD position was 3cfb67b8 Supress warnings from JDK Date class
HEAD is now at 16834a41 Reinstate LocalDate deprecated methods as the binary incompatibility isn't worth the hassle
[ BUILD CHECKER ] 16834a41 commit build fail
[ BUILD CHECKER ] 1129d946 commit gona be checked
Previous HEAD position was 16834a41 Reinstate LocalDate deprecated methods as the binary incompatibility isn't worth the hassle
HEAD is now at 1129d946 Fix generics implementation to retain binary compatibility
[ BUILD CHECKER ] 1129d946 commit build fail
[ BUILD CHECKER ] 0109c433 commit gona be checked
Previous HEAD position was 1129d946 Fix generics implementation to retain binary compatibility
HEAD is now at 0109c433 Add multi-language word-based period formatting [1252708] based on idea and code from Ricardo Trindade
[ BUILD CHECKER ] 0109c433 commit build fail
[ BUILD CHECKER ] 261d08e3 commit gona be checked
Previous HEAD position was 0109c433 Add multi-language word-based period formatting [1252708] based on idea and code from Ricardo Trindade
HEAD is now at 261d08e3 Add Jollyday
[ BUILD CHECKER ] 261d08e3 commit build fail
[ BUILD CHECKER ] 365fdb19 commit gona be checked
Previous HEAD position was 261d08e3 Add Jollyday
HEAD is now at 365fdb19 Update time zone to 2010k
[ BUILD CHECKER ] 365fdb19 commit build fail
[ BUILD CHECKER ] 59383119 commit gona be checked
Previous HEAD position was 365fdb19 Update time zone to 2010k
HEAD is now at 59383119 Minor fixes
[ BUILD CHECKER ] 59383119 commit build fail
[ BUILD CHECKER ] 103b3d36 commit gona be checked
Previous HEAD position was 59383119 Minor fixes
HEAD is now at 103b3d36 Fix whitespace
[ BUILD CHECKER ] 103b3d36 commit build fail
[ BUILD CHECKER ] d8649e08 commit gona be checked
Previous HEAD position was 103b3d36 Fix whitespace
HEAD is now at d8649e08 Convert to Maven 2
[ BUILD CHECKER ] d8649e08 commit build fail
[ BUILD CHECKER ] 304f89cd commit gona be checked
Previous HEAD position was d8649e08 Convert to Maven 2
HEAD is now at 304f89cd Pickup changes from building 1.6.1
[ BUILD CHECKER ] 304f89cd commit build fail
[ BUILD CHECKER ] d22dc4c4 commit gona be checked
Previous HEAD position was 304f89cd Pickup changes from building 1.6.1
HEAD is now at d22dc4c4 Convert to Maven 2
[ BUILD CHECKER ] d22dc4c4 commit build fail
[ BUILD CHECKER ] 5a174fc3 commit gona be checked
Previous HEAD position was d22dc4c4 Convert to Maven 2
HEAD is now at 5a174fc3 Remove email addresses
[ BUILD CHECKER ] 5a174fc3 commit build fail
[ BUILD CHECKER ] 8e0c77b2 commit gona be checked
Previous HEAD position was 5a174fc3 Remove email addresses
HEAD is now at 8e0c77b2 Convert to Maven 2
[ BUILD CHECKER ] 8e0c77b2 commit build fail
[ BUILD CHECKER ] 83f1a741 commit gona be checked
Previous HEAD position was 8e0c77b2 Convert to Maven 2
HEAD is now at 83f1a741 Convert to maven 2
[ BUILD CHECKER ] 83f1a741 commit build fail
[ BUILD CHECKER ] 0e1c060a commit gona be checked
Previous HEAD position was 83f1a741 Convert to maven 2
HEAD is now at 0e1c060a Convert to Maven 2
[ BUILD CHECKER ] 0e1c060a commit build fail
[ BUILD CHECKER ] a62f8f4a commit gona be checked
Previous HEAD position was 0e1c060a Convert to Maven 2
HEAD is now at a62f8f4a Convert to maven 2
[ BUILD CHECKER ] a62f8f4a commit build fail
[ BUILD CHECKER ] e57d57d5 commit gona be checked
Previous HEAD position was a62f8f4a Convert to maven 2
HEAD is now at e57d57d5 Convert to Maven 2
[ BUILD CHECKER ] e57d57d5 commit build fail
[ BUILD CHECKER ] 53feb3fa commit gona be checked
Previous HEAD position was e57d57d5 Convert to Maven 2
HEAD is now at 53feb3fa Convert to maven 2
[ BUILD CHECKER ] 53feb3fa commit build fail
